,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
502,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15
3119,0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
3104,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10
2977,0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
779,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
1863,0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9
200,0.45,0.345,0.12,0.4165,0.1655,0.095,0.135,9
2182,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
3099,0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
2088,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
3065,0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,11
2278,0.51,0.405,0.13,0.7175,0.3725,0.158,0.17,9
3561,0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
391,0.475,0.375,0.125,0.593,0.277,0.115,0.18,10
1495,0.62,0.435,0.155,1.012,0.477,0.236,0.275,8
2695,0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9
2027,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
2568,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7
64,0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8
3884,0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
2062,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
492,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,11
379,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
3993,0.72,0.6,0.235,2.2385,0.984,0.411,0.621,12
1076,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
878,0.635,0.485,0.165,1.2945,0.668,0.2605,0.2715,9
337,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16
1016,0.63,0.485,0.155,1.278,0.637,0.275,0.31,8
1275,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9
3798,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,10
3342,0.43,0.33,0.095,0.34,0.1315,0.085,0.112,14
995,0.58,0.49,0.13,1.1335,0.586,0.2565,0.237,9
1981,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
161,0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13
1500,0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10
3843,0.575,0.45,0.16,0.955,0.44,0.1685,0.27,16
2613,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11
3461,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,11
1021,0.64,0.505,0.155,1.4025,0.705,0.2655,0.335,10
3073,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,10
3943,0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
1585,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9
1955,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
3152,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11
34,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,13
4014,0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
775,0.53,0.41,0.165,0.732,0.189,0.17,0.31,11
2556,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
1478,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9
1363,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10
2612,0.635,0.495,0.18,1.596,0.617,0.317,0.37,11
2824,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7
2041,0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,8
241,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
2061,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8
2363,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,18
600,0.535,0.42,0.145,0.926,0.398,0.1965,0.25,17
2435,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,14
2888,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
646,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
3890,0.515,0.4,0.14,0.7365,0.2955,0.184,0.185,16
3556,0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,9
3202,0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17
1528,0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13
1267,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8
1899,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
3005,0.68,0.54,0.21,1.7885,0.8345,0.408,0.437,13
2734,0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8
189,0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9
1806,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
975,0.53,0.425,0.15,0.8495,0.328,0.232,0.202,8
2747,0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10
2047,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,6
2558,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6
1082,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,7
474,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
2904,0.575,0.455,0.16,0.9895,0.495,0.195,0.246,9
4117,0.64,0.505,0.175,1.3185,0.6185,0.302,0.3315,9
3385,0.475,0.35,0.115,0.487,0.194,0.1455,0.125,13
1184,0.665,0.5,0.17,1.2975,0.6035,0.291,0.3595,9
2433,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,16
2391,0.37,0.29,0.09,0.241,0.11,0.045,0.069,10
769,0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,17
1685,0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10
130,0.595,0.48,0.165,1.262,0.4835,0.283,0.41,17
2919,0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
3171,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13
3444,0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
466,0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12
3092,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
3772,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,9
860,0.595,0.475,0.16,1.1405,0.547,0.231,0.271,6
